r030,txt,rate,cc,exchangedate
554,Новозеландський долар,20.1091,NZD,27.04.2021
578,Норвезька крона,3.355,NOK,27.04.2021
643,Російський рубль,0.37153,RUB,27.04.2021
682,Саудівський ріял,7.428,SAR,27.04.2021
702,Сінгапурський долар,21.0011,SGD,27.04.2021
710,Ренд,1.9524,ZAR,27.04.2021
752,Шведська крона,3.3202,SEK,27.04.2021
756,Швейцарський франк,30.4069,CHF,27.04.2021
818,Єгипетський фунт,1.7751,EGP,27.04.2021
826,Фунт стерлінгів,38.668,GBP,27.04.2021
840,Долар США,27.8558,USD,27.04.2021
933,Білоруський рубль,10.8812,BYN,27.04.2021
946,Румунський лей,6.8341,RON,27.04.2021
949,Турецька ліра,3.3533,TRY,27.04.2021
960,СПЗ (спеціальні права запозичення),39.9998,XDR,27.04.2021
975,Болгарський лев,17.213,BGN,27.04.2021
978,Євро,33.6512,EUR,27.04.2021
985,Злотий,7.3837,PLN,27.04.2021
12,Алжирський динар,0.20766,DZD,27.04.2021
50,Така,0.3281,BDT,27.04.2021
51,Вірменський драм,0.05238,AMD,27.04.2021
364,Іранський ріал,0.00066244,IRR,27.04.2021
368,Іракський динар,0.019057,IQD,27.04.2021
417,Сом,0.32812,KGS,27.04.2021
422,Ліванський фунт,0.018456,LBP,27.04.2021
434,Лівійський динар,6.1267,LYD,27.04.2021
458,Малайзійський ринггіт,6.7131,MYR,27.04.2021
504,Марокканський дирхам,3.0694,MAD,27.04.2021
586,Пакистанська рупія,0.18264,PKR,27.04.2021
704,Донг,0.0012057,VND,27.04.2021
764,Бат,0.88992,THB,27.04.2021
784,Дирхам ОАЕ,7.5749,AED,27.04.2021
788,Туніський динар,9.9395,TND,27.04.2021
860,Узбецький сум,0.0026534,UZS,27.04.2021
934,Туркменський новий манат,7.9493,TMT,27.04.2021
941,Сербський динар,0.27753,RSD,27.04.2021
944,Азербайджанський манат,16.3778,AZN,27.04.2021
972,Сомоні,2.4591,TJS,27.04.2021
981,Ларі,8.1066,GEL,27.04.2021
986,Бразильський реал,4.8463,BRL,27.04.2021
959,Золото,49326.21,XAU,27.04.2021
961,Срібло,723.08,XAG,27.04.2021
962,Платина,34315.28,XPT,27.04.2021
964,Паладій,80270.94,XPD,27.04.2021
36,Австралійський долар,21.6104,AUD,28.04.2021
124,Канадський долар,22.4036,CAD,28.04.2021
156,Юань Женьміньбі,4.2832,CNY,28.04.2021
191,Куна,4.4386,HRK,28.04.2021
203,Чеська крона,1.2956,CZK,28.04.2021
208,Данська крона,4.5128,DKK,28.04.2021
344,Гонконгівський долар,3.578,HKD,28.04.2021
348,Форинт,0.092513,HUF,28.04.2021
356,Індійська рупія,0.37196,INR,28.04.2021
360,Рупія,0.0019167,IDR,28.04.2021
376,Новий ізраїльський шекель,8.5709,ILS,28.04.2021
392,Єна,0.25651,JPY,28.04.2021
398,Теньге,0.06466,KZT,28.04.2021
410,Вона,0.025023,KRW,28.04.2021
484,Мексиканське песо,1.3924,MXN,28.04.2021
498,Молдовський лей,1.5493,MDL,28.04.2021
554,Новозеландський долар,20.0635,NZD,28.04.2021
578,Норвезька крона,3.3506,NOK,28.04.2021
643,Російський рубль,0.37113,RUB,28.04.2021
682,Саудівський ріял,7.4055,SAR,28.04.2021
702,Сінгапурський долар,20.9501,SGD,28.04.2021
710,Ренд,1.9361,ZAR,28.04.2021
752,Шведська крона,3.3094,SEK,28.04.2021
756,Швейцарський франк,30.4029,CHF,28.04.2021
818,Єгипетський фунт,1.7711,EGP,28.04.2021
826,Фунт стерлінгів,38.6246,GBP,28.04.2021
840,Долар США,27.7715,USD,28.04.2021
933,Білоруський рубль,10.8351,BYN,28.04.2021
946,Румунський лей,6.8136,RON,28.04.2021
949,Турецька ліра,3.3875,TRY,28.04.2021
960,СПЗ (спеціальні права запозичення),39.8844,XDR,28.04.2021
975,Болгарський лев,17.1567,BGN,28.04.2021
978,Євро,33.5577,EUR,28.04.2021
985,Злотий,7.3542,PLN,28.04.2021
12,Алжирський динар,0.20766,DZD,28.04.2021
50,Така,0.3281,BDT,28.04.2021
51,Вірменський драм,0.05238,AMD,28.04.2021
364,Іранський ріал,0.00066244,IRR,28.04.2021
368,Іракський динар,0.019057,IQD,28.04.2021
417,Сом,0.32812,KGS,28.04.2021
422,Ліванський фунт,0.018456,LBP,28.04.2021
434,Лівійський динар,6.1267,LYD,28.04.2021
458,Малайзійський ринггіт,6.7131,MYR,28.04.2021
504,Марокканський дирхам,3.0694,MAD,28.04.2021
586,Пакистанська рупія,0.18264,PKR,28.04.2021
704,Донг,0.0012057,VND,28.04.2021
764,Бат,0.88992,THB,28.04.2021
784,Дирхам ОАЕ,7.5749,AED,28.04.2021
788,Туніський динар,9.9395,TND,28.04.2021
860,Узбецький сум,0.0026534,UZS,28.04.2021
934,Туркменський новий манат,7.9493,TMT,28.04.2021
941,Сербський динар,0.27753,RSD,28.04.2021
944,Азербайджанський манат,16.3778,AZN,28.04.2021
972,Сомоні,2.4591,TJS,28.04.2021
981,Ларі,8.1066,GEL,28.04.2021
986,Бразильський реал,4.8463,BRL,28.04.2021
959,Золото,49560.19,XAU,28.04.2021
961,Срібло,730.52,XAG,28.04.2021
962,Платина,34723.26,XPT,28.04.2021
964,Паладій,81104.44,XPD,28.04.2021
36,Австралійський долар,21.5277,AUD,29.04.2021
124,Канадський долар,22.4249,CAD,29.04.2021
156,Юань Женьміньбі,4.285,CNY,29.04.2021
191,Куна,4.4348,HRK,29.04.2021
203,Чеська крона,1.2918,CZK,29.04.2021
208,Данська крона,4.509,DKK,29.04.2021
344,Гонконгівський долар,3.5796,HKD,29.04.2021
348,Форинт,0.092656,HUF,29.04.2021
356,Індійська рупія,0.3735,INR,29.04.2021
360,Рупія,0.0019159,IDR,29.04.2021
376,Новий ізраїльський шекель,8.5424,ILS,29.04.2021
392,Єна,0.25501,JPY,29.04.2021
398,Теньге,0.064783,KZT,29.04.2021
410,Вона,0.024974,KRW,29.04.2021
484,Мексиканське песо,1.3871,MXN,29.04.2021
498,Молдовський лей,1.5537,MDL,29.04.2021
554,Новозеландський долар,20.0648,NZD,29.04.2021
578,Норвезька крона,3.3605,NOK,29.04.2021
643,Російський рубль,0.37237,RUB,29.04.2021
682,Саудівський ріял,7.4094,SAR,29.04.2021
702,Сінгапурський долар,20.9458,SGD,29.04.2021
710,Ренд,1.9378,ZAR,29.04.2021
752,Шведська крона,3.3153,SEK,29.04.2021
756,Швейцарський франк,30.3481,CHF,29.04.2021
818,Єгипетський фунт,1.7726,EGP,29.04.2021
826,Фунт стерлінгів,38.5374,GBP,29.04.2021
840,Долар США,27.7867,USD,29.04.2021
933,Білоруський рубль,10.8385,BYN,29.04.2021
946,Румунський лей,6.803,RON,29.04.2021
949,Турецька ліра,3.3979,TRY,29.04.2021
960,СПЗ (спеціальні права запозичення),39.8574,XDR,29.04.2021
975,Болгарський лев,17.1428,BGN,29.04.2021
978,Євро,33.526,EUR,29.04.2021
985,Злотий,7.3084,PLN,29.04.2021
12,Алжирський динар,0.20766,DZD,29.04.2021
50,Така,0.3281,BDT,29.04.2021
51,Вірменський драм,0.05238,AMD,29.04.2021
364,Іранський ріал,0.00066244,IRR,29.04.2021
368,Іракський динар,0.019057,IQD,29.04.2021
417,Сом,0.32812,KGS,29.04.2021
422,Ліванський фунт,0.018456,LBP,29.04.2021
434,Лівійський динар,6.1267,LYD,29.04.2021
458,Малайзійський ринггіт,6.7131,MYR,29.04.2021
504,Марокканський дирхам,3.0694,MAD,29.04.2021
586,Пакистанська рупія,0.18264,PKR,29.04.2021
704,Донг,0.0012057,VND,29.04.2021
764,Бат,0.88992,THB,29.04.2021
784,Дирхам ОАЕ,7.5749,AED,29.04.2021
788,Туніський динар,9.9395,TND,29.04.2021
860,Узбецький сум,0.0026534,UZS,29.04.2021
934,Туркменський новий манат,7.9493,TMT,29.04.2021
941,Сербський динар,0.27753,RSD,29.04.2021
944,Азербайджанський манат,16.3778,AZN,29.04.2021
972,Сомоні,2.4591,TJS,29.04.2021
981,Ларі,8.1066,GEL,29.04.2021
986,Бразильський реал,4.8463,BRL,29.04.2021
959,Золото,49065.48,XAU,29.04.2021
961,Срібло,720.6,XAG,29.04.2021
962,Платина,33710.82,XPT,29.04.2021
964,Паладій,80801.5,XPD,29.04.2021
36,Австралійський долар,21.6242,AUD,30.04.2021
124,Канадський долар,22.5812,CAD,30.04.2021
156,Юань Женьміньбі,4.2887,CNY,30.04.2021
191,Куна,4.4529,HRK,30.04.2021
203,Чеська крона,1.3028,CZK,30.04.2021
208,Данська крона,4.5246,DKK,30.04.2021
344,Гонконгівський долар,3.5746,HKD,30.04.2021
348,Форинт,0.093302,HUF,30.04.2021
356,Індійська рупія,0.3748,INR,30.04.2021
360,Рупія,0.0019182,IDR,30.04.2021
376,Новий ізраїльський шекель,8.5482,ILS,30.04.2021
392,Єна,0.25453,JPY,30.04.2021
398,Теньге,0.064823,KZT,30.04.2021
410,Вона,0.025053,KRW,30.04.2021
484,Мексиканське песо,1.3887,MXN,30.04.2021
498,Молдовський лей,1.5563,MDL,30.04.2021
554,Новозеландський долар,20.1368,NZD,30.04.2021
578,Норвезька крона,3.3928,NOK,30.04.2021
643,Російський рубль,0.37355,RUB,30.04.2021
682,Саудівський ріял,7.3992,SAR,30.04.2021
702,Сінгапурський долар,20.9323,SGD,30.04.2021
710,Ренд,1.9469,ZAR,30.04.2021
752,Шведська крона,3.3261,SEK,30.04.2021
756,Швейцарський франк,30.5163,CHF,30.04.2021
818,Єгипетський фунт,1.7719,EGP,30.04.2021
826,Фунт стерлінгів,38.7015,GBP,30.04.2021
840,Долар США,27.75,USD,30.04.2021
933,Білоруський рубль,10.8526,BYN,30.04.2021
946,Румунський лей,6.8345,RON,30.04.2021
949,Турецька ліра,3.3738,TRY,30.04.2021
960,СПЗ (спеціальні права запозичення),39.8933,XDR,30.04.2021
975,Болгарський лев,17.204,BGN,30.04.2021
978,Євро,33.6427,EUR,30.04.2021
985,Злотий,7.3664,PLN,30.04.2021
12,Алжирський динар,0.20766,DZD,30.04.2021
50,Така,0.3281,BDT,30.04.2021
51,Вірменський драм,0.05238,AMD,30.04.2021
364,Іранський ріал,0.00066244,IRR,30.04.2021
368,Іракський динар,0.019057,IQD,30.04.2021
417,Сом,0.32812,KGS,30.04.2021
422,Ліванський фунт,0.018456,LBP,30.04.2021
434,Лівійський динар,6.1267,LYD,30.04.2021
458,Малайзійський ринггіт,6.7131,MYR,30.04.2021
504,Марокканський дирхам,3.0694,MAD,30.04.2021
586,Пакистанська рупія,0.18264,PKR,30.04.2021
704,Донг,0.0012057,VND,30.04.2021
764,Бат,0.88992,THB,30.04.2021
784,Дирхам ОАЕ,7.5749,AED,30.04.2021
788,Туніський динар,9.9395,TND,30.04.2021
860,Узбецький сум,0.0026534,UZS,30.04.2021
934,Туркменський новий манат,7.9493,TMT,30.04.2021
941,Сербський динар,0.27753,RSD,30.04.2021
944,Азербайджанський манат,16.3778,AZN,30.04.2021
972,Сомоні,2.4591,TJS,30.04.2021
981,Ларі,8.1066,GEL,30.04.2021
986,Бразильський реал,4.8463,BRL,30.04.2021
959,Золото,49285.11,XAU,30.04.2021
961,Срібло,730.67,XAG,30.04.2021
962,Платина,33958.23,XPT,30.04.2021
964,Паладій,82091.72,XPD,30.04.2021
36,Австралійський долар,21.6242,AUD,01.05.2021
124,Канадський долар,22.5812,CAD,01.05.2021
156,Юань Женьміньбі,4.2887,CNY,01.05.2021
191,Куна,4.4529,HRK,01.05.2021
203,Чеська крона,1.3028,CZK,01.05.2021
208,Данська крона,4.5246,DKK,01.05.2021
344,Гонконгівський долар,3.5746,HKD,01.05.2021
348,Форинт,0.093302,HUF,01.05.2021
356,Індійська рупія,0.3748,INR,01.05.2021
360,Рупія,0.0019182,IDR,01.05.2021
376,Новий ізраїльський шекель,8.5482,ILS,01.05.2021
392,Єна,0.25453,JPY,01.05.2021
398,Теньге,0.064823,KZT,01.05.2021
410,Вона,0.025053,KRW,01.05.2021
484,Мексиканське песо,1.3887,MXN,01.05.2021
498,Молдовський лей,1.5563,MDL,01.05.2021
554,Новозеландський долар,20.1368,NZD,01.05.2021
578,Норвезька крона,3.3928,NOK,01.05.2021
643,Російський рубль,0.37355,RUB,01.05.2021
682,Саудівський ріял,7.3992,SAR,01.05.2021
702,Сінгапурський долар,20.9323,SGD,01.05.2021
710,Ренд,1.9469,ZAR,01.05.2021
752,Шведська крона,3.3261,SEK,01.05.2021
756,Швейцарський франк,30.5163,CHF,01.05.2021
818,Єгипетський фунт,1.7719,EGP,01.05.2021
826,Фунт стерлінгів,38.7015,GBP,01.05.2021
840,Долар США,27.75,USD,01.05.2021
933,Білоруський рубль,10.8526,BYN,01.05.2021
946,Румунський лей,6.8345,RON,01.05.2021
949,Турецька ліра,3.3738,TRY,01.05.2021
960,СПЗ (спеціальні права запозичення),39.8933,XDR,01.05.2021
975,Болгарський лев,17.204,BGN,01.05.2021
978,Євро,33.6427,EUR,01.05.2021
985,Злотий,7.3664,PLN,01.05.2021
12,Алжирський динар,0.20747,DZD,01.05.2021
50,Така,0.32704,BDT,01.05.2021
51,Вірменський драм,0.053262,AMD,01.05.2021
364,Іранський ріал,0.00066031,IRR,01.05.2021
368,Іракський динар,0.018995,IQD,01.05.2021
417,Сом,0.32705,KGS,01.05.2021
422,Ліванський фунт,0.018397,LBP,01.05.2021
434,Лівійський динар,6.2018,LYD,01.05.2021
458,Малайзійський ринггіт,6.784,MYR,01.05.2021
504,Марокканський дирхам,3.1105,MAD,01.05.2021
586,Пакистанська рупія,0.18071,PKR,01.05.2021
704,Донг,0.001203,VND,01.05.2021
764,Бат,0.89008,THB,01.05.2021
784,Дирхам ОАЕ,7.5505,AED,01.05.2021
788,Туніський динар,10.1097,TND,01.05.2021
860,Узбецький сум,0.0026389,UZS,01.05.2021
934,Туркменський новий манат,7.9237,TMT,01.05.2021
941,Сербський динар,0.28496,RSD,01.05.2021
944,Азербайджанський манат,16.3251,AZN,01.05.2021
972,Сомоні,2.4499,TJS,01.05.2021
981,Ларі,8.0455,GEL,01.05.2021
986,Бразильський реал,5.1848,BRL,01.05.2021
959,Золото,49285.11,XAU,01.05.2021
961,Срібло,730.67,XAG,01.05.2021
962,Платина,33958.23,XPT,01.05.2021
964,Паладій,82091.72,XPD,01.05.2021
36,Австралійський долар,21.6242,AUD,02.05.2021
