r030,txt,rate,cc,exchangedate
392,Єна,0.23914,JPY,10.12.2021
398,Теньге,0.062302,KZT,10.12.2021
410,Вона,0.023089,KRW,10.12.2021
484,Мексиканське песо,1.2896,MXN,10.12.2021
498,Молдовський лей,1.5353,MDL,10.12.2021
554,Новозеландський долар,18.4031,NZD,10.12.2021
578,Норвезька крона,3.0194,NOK,10.12.2021
643,Російський рубль,0.36798,RUB,10.12.2021
682,Саудівський ріял,7.2239,SAR,10.12.2021
702,Сінгапурський долар,19.8573,SGD,10.12.2021
710,Ренд,1.7052,ZAR,10.12.2021
752,Шведська крона,2.9936,SEK,10.12.2021
756,Швейцарський франк,29.3654,CHF,10.12.2021
818,Єгипетський фунт,1.7219,EGP,10.12.2021
826,Фунт стерлінгів,35.7968,GBP,10.12.2021
840,Долар США,27.1013,USD,10.12.2021
933,Білоруський рубль,10.6942,BYN,10.12.2021
946,Румунський лей,6.1981,RON,10.12.2021
949,Турецька ліра,1.9624,TRY,10.12.2021
960,СПЗ (спеціальні права запозичення),37.8976,XDR,10.12.2021
975,Болгарський лев,15.6854,BGN,10.12.2021
978,Євро,30.6773,EUR,10.12.2021
985,Злотий,6.6583,PLN,10.12.2021
12,Алжирський динар,0.19655,DZD,10.12.2021
50,Така,0.31718,BDT,10.12.2021
51,Вірменський драм,0.055964,AMD,10.12.2021
364,Іранський ріал,0.00064796,IRR,10.12.2021
368,Іракський динар,0.01864,IQD,10.12.2021
417,Сом,0.32096,KGS,10.12.2021
422,Ліванський фунт,0.018053,LBP,10.12.2021
434,Лівійський динар,5.921,LYD,10.12.2021
458,Малайзійський ринггіт,6.4737,MYR,10.12.2021
504,Марокканський дирхам,2.9501,MAD,10.12.2021
586,Пакистанська рупія,0.1554,PKR,10.12.2021
704,Донг,0.0011973,VND,10.12.2021
764,Бат,0.80788,THB,10.12.2021
784,Дирхам ОАЕ,7.4093,AED,10.12.2021
788,Туніський динар,9.4268,TND,10.12.2021
860,Узбецький сум,0.0025247,UZS,10.12.2021
934,Туркменський новий манат,7.7755,TMT,10.12.2021
941,Сербський динар,0.26319,RSD,10.12.2021
944,Азербайджанський манат,16.0319,AZN,10.12.2021
972,Сомоні,2.4095,TJS,10.12.2021
981,Ларі,8.7225,GEL,10.12.2021
986,Бразильський реал,4.8554,BRL,10.12.2021
959,Золото,48163.35,XAU,10.12.2021
961,Срібло,595.33,XAG,10.12.2021
962,Платина,25553.27,XPT,10.12.2021
964,Паладій,48795.89,XPD,10.12.2021
36,Австралійський долар,19.3652,AUD,11.12.2021
124,Канадський долар,21.3564,CAD,11.12.2021
156,Юань Женьміньбі,4.251,CNY,11.12.2021
191,Куна,4.0737,HRK,11.12.2021
203,Чеська крона,1.2059,CZK,11.12.2021
208,Данська крона,4.1254,DKK,11.12.2021
344,Гонконгівський долар,3.4762,HKD,11.12.2021
348,Форинт,0.083884,HUF,11.12.2021
356,Індійська рупія,0.35866,INR,11.12.2021
360,Рупія,0.0018871,IDR,11.12.2021
376,Новий ізраїльський шекель,8.7286,ILS,11.12.2021
392,Єна,0.23914,JPY,11.12.2021
398,Теньге,0.062302,KZT,11.12.2021
410,Вона,0.023089,KRW,11.12.2021
484,Мексиканське песо,1.2896,MXN,11.12.2021
498,Молдовський лей,1.5353,MDL,11.12.2021
554,Новозеландський долар,18.4031,NZD,11.12.2021
578,Норвезька крона,3.0194,NOK,11.12.2021
643,Російський рубль,0.36798,RUB,11.12.2021
682,Саудівський ріял,7.2239,SAR,11.12.2021
702,Сінгапурський долар,19.8573,SGD,11.12.2021
710,Ренд,1.7052,ZAR,11.12.2021
752,Шведська крона,2.9936,SEK,11.12.2021
756,Швейцарський франк,29.3654,CHF,11.12.2021
818,Єгипетський фунт,1.7219,EGP,11.12.2021
826,Фунт стерлінгів,35.7968,GBP,11.12.2021
840,Долар США,27.1013,USD,11.12.2021
933,Білоруський рубль,10.6942,BYN,11.12.2021
946,Румунський лей,6.1981,RON,11.12.2021
949,Турецька ліра,1.9624,TRY,11.12.2021
960,СПЗ (спеціальні права запозичення),37.8976,XDR,11.12.2021
975,Болгарський лев,15.6854,BGN,11.12.2021
978,Євро,30.6773,EUR,11.12.2021
985,Злотий,6.6583,PLN,11.12.2021
12,Алжирський динар,0.19655,DZD,11.12.2021
50,Така,0.31718,BDT,11.12.2021
51,Вірменський драм,0.055964,AMD,11.12.2021
364,Іранський ріал,0.00064796,IRR,11.12.2021
368,Іракський динар,0.01864,IQD,11.12.2021
417,Сом,0.32096,KGS,11.12.2021
422,Ліванський фунт,0.018053,LBP,11.12.2021
434,Лівійський динар,5.921,LYD,11.12.2021
458,Малайзійський ринггіт,6.4737,MYR,11.12.2021
504,Марокканський дирхам,2.9501,MAD,11.12.2021
586,Пакистанська рупія,0.1554,PKR,11.12.2021
704,Донг,0.0011973,VND,11.12.2021
764,Бат,0.80788,THB,11.12.2021
784,Дирхам ОАЕ,7.4093,AED,11.12.2021
788,Туніський динар,9.4268,TND,11.12.2021
860,Узбецький сум,0.0025247,UZS,11.12.2021
934,Туркменський новий манат,7.7755,TMT,11.12.2021
941,Сербський динар,0.26319,RSD,11.12.2021
944,Азербайджанський манат,16.0319,AZN,11.12.2021
972,Сомоні,2.4095,TJS,11.12.2021
981,Ларі,8.7225,GEL,11.12.2021
986,Бразильський реал,4.8554,BRL,11.12.2021
959,Золото,48163.35,XAU,11.12.2021
961,Срібло,595.33,XAG,11.12.2021
962,Платина,25553.27,XPT,11.12.2021
964,Паладій,48795.89,XPD,11.12.2021
36,Австралійський долар,19.3652,AUD,12.12.2021
124,Канадський долар,21.3564,CAD,12.12.2021
156,Юань Женьміньбі,4.251,CNY,12.12.2021
191,Куна,4.0737,HRK,12.12.2021
203,Чеська крона,1.2059,CZK,12.12.2021
208,Данська крона,4.1254,DKK,12.12.2021
344,Гонконгівський долар,3.4762,HKD,12.12.2021
348,Форинт,0.083884,HUF,12.12.2021
356,Індійська рупія,0.35866,INR,12.12.2021
360,Рупія,0.0018871,IDR,12.12.2021
376,Новий ізраїльський шекель,8.7286,ILS,12.12.2021
392,Єна,0.23914,JPY,12.12.2021
398,Теньге,0.062302,KZT,12.12.2021
410,Вона,0.023089,KRW,12.12.2021
484,Мексиканське песо,1.2896,MXN,12.12.2021
498,Молдовський лей,1.5353,MDL,12.12.2021
554,Новозеландський долар,18.4031,NZD,12.12.2021
578,Норвезька крона,3.0194,NOK,12.12.2021
643,Російський рубль,0.36798,RUB,12.12.2021
682,Саудівський ріял,7.2239,SAR,12.12.2021
702,Сінгапурський долар,19.8573,SGD,12.12.2021
710,Ренд,1.7052,ZAR,12.12.2021
752,Шведська крона,2.9936,SEK,12.12.2021
756,Швейцарський франк,29.3654,CHF,12.12.2021
818,Єгипетський фунт,1.7219,EGP,12.12.2021
826,Фунт стерлінгів,35.7968,GBP,12.12.2021
840,Долар США,27.1013,USD,12.12.2021
933,Білоруський рубль,10.6942,BYN,12.12.2021
946,Румунський лей,6.1981,RON,12.12.2021
949,Турецька ліра,1.9624,TRY,12.12.2021
960,СПЗ (спеціальні права запозичення),37.8976,XDR,12.12.2021
975,Болгарський лев,15.6854,BGN,12.12.2021
978,Євро,30.6773,EUR,12.12.2021
985,Злотий,6.6583,PLN,12.12.2021
12,Алжирський динар,0.19655,DZD,12.12.2021
50,Така,0.31718,BDT,12.12.2021
51,Вірменський драм,0.055964,AMD,12.12.2021
364,Іранський ріал,0.00064796,IRR,12.12.2021
368,Іракський динар,0.01864,IQD,12.12.2021
417,Сом,0.32096,KGS,12.12.2021
422,Ліванський фунт,0.018053,LBP,12.12.2021
434,Лівійський динар,5.921,LYD,12.12.2021
458,Малайзійський ринггіт,6.4737,MYR,12.12.2021
504,Марокканський дирхам,2.9501,MAD,12.12.2021
586,Пакистанська рупія,0.1554,PKR,12.12.2021
704,Донг,0.0011973,VND,12.12.2021
764,Бат,0.80788,THB,12.12.2021
784,Дирхам ОАЕ,7.4093,AED,12.12.2021
788,Туніський динар,9.4268,TND,12.12.2021
860,Узбецький сум,0.0025247,UZS,12.12.2021
934,Туркменський новий манат,7.7755,TMT,12.12.2021
941,Сербський динар,0.26319,RSD,12.12.2021
944,Азербайджанський манат,16.0319,AZN,12.12.2021
972,Сомоні,2.4095,TJS,12.12.2021
981,Ларі,8.7225,GEL,12.12.2021
986,Бразильський реал,4.8554,BRL,12.12.2021
959,Золото,48163.35,XAU,12.12.2021
961,Срібло,595.33,XAG,12.12.2021
962,Платина,25553.27,XPT,12.12.2021
964,Паладій,48795.89,XPD,12.12.2021
36,Австралійський долар,19.3155,AUD,13.12.2021
124,Канадський долар,21.2412,CAD,13.12.2021
156,Юань Женьміньбі,4.2421,CNY,13.12.2021
191,Куна,4.0466,HRK,13.12.2021
203,Чеська крона,1.2007,CZK,13.12.2021
208,Данська крона,4.0952,DKK,13.12.2021
344,Гонконгівський долар,3.4652,HKD,13.12.2021
348,Форинт,0.083274,HUF,13.12.2021
356,Індійська рупія,0.35685,INR,13.12.2021
360,Рупія,0.0018801,IDR,13.12.2021
376,Новий ізраїльський шекель,8.7248,ILS,13.12.2021
392,Єна,0.23757,JPY,13.12.2021
398,Теньге,0.061983,KZT,13.12.2021
410,Вона,0.02288,KRW,13.12.2021
484,Мексиканське песо,1.2895,MXN,13.12.2021
498,Молдовський лей,1.5308,MDL,13.12.2021
554,Новозеландський долар,18.3021,NZD,13.12.2021
578,Норвезька крона,3.0029,NOK,13.12.2021
643,Російський рубль,0.36759,RUB,13.12.2021
682,Саудівський ріял,7.2035,SAR,13.12.2021
702,Сінгапурський долар,19.779,SGD,13.12.2021
710,Ренд,1.6899,ZAR,13.12.2021
752,Шведська крона,2.9715,SEK,13.12.2021
756,Швейцарський франк,29.2121,CHF,13.12.2021
818,Єгипетський фунт,1.7192,EGP,13.12.2021
826,Фунт стерлінгів,35.6934,GBP,13.12.2021
840,Долар США,27.0241,USD,13.12.2021
933,Білоруський рубль,10.7192,BYN,13.12.2021
946,Румунський лей,6.1525,RON,13.12.2021
949,Турецька ліра,1.9398,TRY,13.12.2021
960,СПЗ (спеціальні права запозичення),37.7289,XDR,13.12.2021
975,Болгарський лев,15.5794,BGN,13.12.2021
978,Євро,30.4521,EUR,13.12.2021
985,Злотий,6.5985,PLN,13.12.2021
12,Алжирський динар,0.19655,DZD,13.12.2021
50,Така,0.31718,BDT,13.12.2021
51,Вірменський драм,0.055964,AMD,13.12.2021
364,Іранський ріал,0.00064796,IRR,13.12.2021
368,Іракський динар,0.01864,IQD,13.12.2021
417,Сом,0.32096,KGS,13.12.2021
422,Ліванський фунт,0.018053,LBP,13.12.2021
434,Лівійський динар,5.921,LYD,13.12.2021
458,Малайзійський ринггіт,6.4737,MYR,13.12.2021
504,Марокканський дирхам,2.9501,MAD,13.12.2021
586,Пакистанська рупія,0.1554,PKR,13.12.2021
704,Донг,0.0011973,VND,13.12.2021
764,Бат,0.80788,THB,13.12.2021
784,Дирхам ОАЕ,7.4093,AED,13.12.2021
788,Туніський динар,9.4268,TND,13.12.2021
860,Узбецький сум,0.0025247,UZS,13.12.2021
934,Туркменський новий манат,7.7755,TMT,13.12.2021
941,Сербський динар,0.26319,RSD,13.12.2021
944,Азербайджанський манат,16.0319,AZN,13.12.2021
972,Сомоні,2.4095,TJS,13.12.2021
981,Ларі,8.7225,GEL,13.12.2021
986,Бразильський реал,4.8554,BRL,13.12.2021
959,Золото,47945.89,XAU,13.12.2021
961,Срібло,591.55,XAG,13.12.2021
962,Платина,25431.57,XPT,13.12.2021
964,Паладій,47970.48,XPD,13.12.2021
36,Австралійський долар,19.2037,AUD,14.12.2021
124,Канадський долар,21.0653,CAD,14.12.2021
156,Юань Женьміньбі,4.2239,CNY,14.12.2021
191,Куна,4.0321,HRK,14.12.2021
203,Чеська крона,1.194,CZK,14.12.2021
208,Данська крона,4.0784,DKK,14.12.2021
344,Гонконгівський долар,3.4468,HKD,14.12.2021
348,Форинт,0.082648,HUF,14.12.2021
356,Індійська рупія,0.35484,INR,14.12.2021
360,Рупія,0.0018755,IDR,14.12.2021
376,Новий ізраїльський шекель,8.656,ILS,14.12.2021
392,Єна,0.23655,JPY,14.12.2021
398,Теньге,0.061632,KZT,14.12.2021
410,Вона,0.022783,KRW,14.12.2021
484,Мексиканське песо,1.2885,MXN,14.12.2021
498,Молдовський лей,1.519,MDL,14.12.2021
554,Новозеландський долар,18.213,NZD,14.12.2021
578,Норвезька крона,2.9865,NOK,14.12.2021
643,Російський рубль,0.36606,RUB,14.12.2021
682,Саудівський ріял,7.1666,SAR,14.12.2021
702,Сінгапурський долар,19.6654,SGD,14.12.2021
710,Ренд,1.6848,ZAR,14.12.2021
752,Шведська крона,2.9656,SEK,14.12.2021
756,Швейцарський франк,29.1274,CHF,14.12.2021
818,Єгипетський фунт,1.7071,EGP,14.12.2021
826,Фунт стерлінгів,35.6328,GBP,14.12.2021
840,Долар США,26.8846,USD,14.12.2021
933,Білоруський рубль,10.6948,BYN,14.12.2021
946,Румунський лей,6.1271,RON,14.12.2021
949,Турецька ліра,1.903,TRY,14.12.2021
960,СПЗ (спеціальні права запозичення),37.5634,XDR,14.12.2021
975,Болгарський лев,15.499,BGN,14.12.2021
978,Євро,30.3272,EUR,14.12.2021
985,Злотий,6.5638,PLN,14.12.2021
12,Алжирський динар,0.19655,DZD,14.12.2021
50,Така,0.31718,BDT,14.12.2021
51,Вірменський драм,0.055964,AMD,14.12.2021
364,Іранський ріал,0.00064796,IRR,14.12.2021
368,Іракський динар,0.01864,IQD,14.12.2021
417,Сом,0.32096,KGS,14.12.2021
422,Ліванський фунт,0.018053,LBP,14.12.2021
434,Лівійський динар,5.921,LYD,14.12.2021
458,Малайзійський ринггіт,6.4737,MYR,14.12.2021
504,Марокканський дирхам,2.9501,MAD,14.12.2021
586,Пакистанська рупія,0.1554,PKR,14.12.2021
704,Донг,0.0011973,VND,14.12.2021
764,Бат,0.80788,THB,14.12.2021
784,Дирхам ОАЕ,7.4093,AED,14.12.2021
788,Туніський динар,9.4268,TND,14.12.2021
860,Узбецький сум,0.0025247,UZS,14.12.2021
934,Туркменський новий манат,7.7755,TMT,14.12.2021
941,Сербський динар,0.26319,RSD,14.12.2021
944,Азербайджанський манат,16.0319,AZN,14.12.2021
972,Сомоні,2.4095,TJS,14.12.2021
981,Ларі,8.7225,GEL,14.12.2021
986,Бразильський реал,4.8554,BRL,14.12.2021
959,Золото,47968.58,XAU,14.12.2021
961,Срібло,598.27,XAG,14.12.2021
962,Платина,25336.05,XPT,14.12.2021
964,Паладій,47183.28,XPD,14.12.2021
36,Австралійський долар,19.2297,AUD,15.12.2021
124,Канадський долар,21.0597,CAD,15.12.2021
156,Юань Женьміньбі,4.2422,CNY,15.12.2021
191,Куна,4.06,HRK,15.12.2021
203,Чеська крона,1.2057,CZK,15.12.2021
208,Данська крона,4.1061,DKK,15.12.2021
344,Гонконгівський долар,3.4607,HKD,15.12.2021
348,Форинт,0.083244,HUF,15.12.2021
356,Індійська рупія,0.35582,INR,15.12.2021
360,Рупія,0.0018847,IDR,15.12.2021
376,Новий ізраїльський шекель,8.6611,ILS,15.12.2021
392,Єна,0.23778,JPY,15.12.2021
398,Теньге,0.061902,KZT,15.12.2021
410,Вона,0.022825,KRW,15.12.2021
484,Мексиканське песо,1.2854,MXN,15.12.2021
498,Молдовський лей,1.5233,MDL,15.12.2021
554,Новозеландський долар,18.2469,NZD,15.12.2021
578,Норвезька крона,2.976,NOK,15.12.2021
643,Російський рубль,0.36702,RUB,15.12.2021
682,Саудівський ріял,7.1963,SAR,15.12.2021
702,Сінгапурський долар,19.7357,SGD,15.12.2021
710,Ренд,1.6833,ZAR,15.12.2021
752,Шведська крона,2.968,SEK,15.12.2021
756,Швейцарський франк,29.3446,CHF,15.12.2021
818,Єгипетський фунт,1.7189,EGP,15.12.2021
826,Фунт стерлінгів,35.7649,GBP,15.12.2021
840,Долар США,26.9985,USD,15.12.2021
933,Білоруський рубль,10.7307,BYN,15.12.2021
946,Румунський лей,6.169,RON,15.12.2021
949,Турецька ліра,1.8838,TRY,15.12.2021
960,СПЗ (спеціальні права запозичення),37.7543,XDR,15.12.2021
975,Болгарський лев,15.6133,BGN,15.12.2021
978,Євро,30.534,EUR,15.12.2021
985,Злотий,6.5943,PLN,15.12.2021
12,Алжирський динар,0.19655,DZD,15.12.2021
50,Така,0.31718,BDT,15.12.2021
51,Вірменський драм,0.055964,AMD,15.12.2021
364,Іранський ріал,0.00064796,IRR,15.12.2021
368,Іракський динар,0.01864,IQD,15.12.2021
417,Сом,0.32096,KGS,15.12.2021
422,Ліванський фунт,0.018053,LBP,15.12.2021
434,Лівійський динар,5.921,LYD,15.12.2021
458,Малайзійський ринггіт,6.4737,MYR,15.12.2021
504,Марокканський дирхам,2.9501,MAD,15.12.2021
586,Пакистанська рупія,0.1554,PKR,15.12.2021
704,Донг,0.0011973,VND,15.12.2021
764,Бат,0.80788,THB,15.12.2021
784,Дирхам ОАЕ,7.4093,AED,15.12.2021
788,Туніський динар,9.4268,TND,15.12.2021
860,Узбецький сум,0.0025247,UZS,15.12.2021
934,Туркменський новий манат,7.7755,TMT,15.12.2021
941,Сербський динар,0.26319,RSD,15.12.2021
944,Азербайджанський манат,16.0319,AZN,15.12.2021
972,Сомоні,2.4095,TJS,15.12.2021
981,Ларі,8.7225,GEL,15.12.2021
986,Бразильський реал,4.8554,BRL,15.12.2021
959,Золото,48059.49,XAU,15.12.2021
961,Срібло,596.39,XAG,15.12.2021
962,Платина,25147.21,XPT,15.12.2021
964,Паладій,45175.78,XPD,15.12.2021
36,Австралійський долар,19.4383,AUD,16.12.2021
124,Канадський долар,21.1338,CAD,16.12.2021
156,Юань Женьміньбі,4.2723,CNY,16.12.2021
191,Куна,4.0718,HRK,16.12.2021
203,Чеська крона,1.2118,CZK,16.12.2021
208,Данська крона,4.1176,DKK,16.12.2021
344,Гонконгівський долар,3.4859,HKD,16.12.2021
348,Форинт,0.082912,HUF,16.12.2021
356,Індійська рупія,0.35653,INR,16.12.2021
360,Рупія,0.0018973,IDR,16.12.2021
376,Новий ізраїльський шекель,8.6733,ILS,16.12.2021
392,Єна,0.23882,JPY,16.12.2021
398,Теньге,0.062106,KZT,16.12.2021
410,Вона,0.022927,KRW,16.12.2021
484,Мексиканське песо,1.2811,MXN,16.12.2021
498,Молдовський лей,1.5341,MDL,16.12.2021
554,Новозеландський долар,18.3559,NZD,16.12.2021
578,Норвезька крона,2.9954,NOK,16.12.2021
643,Російський рубль,0.36846,RUB,16.12.2021
682,Саудівський ріял,7.2478,SAR,16.12.2021
702,Сінгапурський долар,19.883,SGD,16.12.2021
710,Ренд,1.683,ZAR,16.12.2021
752,Шведська крона,2.9864,SEK,16.12.2021
756,Швейцарський франк,29.3995,CHF,16.12.2021
818,Єгипетський фунт,1.7309,EGP,16.12.2021
826,Фунт стерлінгів,36.0293,GBP,16.12.2021
840,Долар США,27.196,USD,16.12.2021
933,Білоруський рубль,10.7481,BYN,16.12.2021
946,Румунський лей,6.1864,RON,16.12.2021
949,Турецька ліра,1.8472,TRY,16.12.2021
960,СПЗ (спеціальні права запозичення),37.9679,XDR,16.12.2021
975,Болгарський лев,15.6596,BGN,16.12.2021
978,Євро,30.6186,EUR,16.12.2021
985,Злотий,6.6172,PLN,16.12.2021
12,Алжирський динар,0.19655,DZD,16.12.2021
50,Така,0.31718,BDT,16.12.2021
51,Вірменський драм,0.055964,AMD,16.12.2021
364,Іранський ріал,0.00064796,IRR,16.12.2021
368,Іракський динар,0.01864,IQD,16.12.2021
417,Сом,0.32096,KGS,16.12.2021
422,Ліванський фунт,0.018053,LBP,16.12.2021
434,Лівійський динар,5.921,LYD,16.12.2021
458,Малайзійський ринггіт,6.4737,MYR,16.12.2021
504,Марокканський дирхам,2.9501,MAD,16.12.2021
586,Пакистанська рупія,0.1554,PKR,16.12.2021
704,Донг,0.0011973,VND,16.12.2021
764,Бат,0.80788,THB,16.12.2021
784,Дирхам ОАЕ,7.4093,AED,16.12.2021
788,Туніський динар,9.4268,TND,16.12.2021
860,Узбецький сум,0.0025247,UZS,16.12.2021
934,Туркменський новий манат,7.7755,TMT,16.12.2021
941,Сербський динар,0.26319,RSD,16.12.2021
944,Азербайджанський манат,16.0319,AZN,16.12.2021
972,Сомоні,2.4095,TJS,16.12.2021
981,Ларі,8.7225,GEL,16.12.2021
986,Бразильський реал,4.8554,BRL,16.12.2021
959,Золото,48149.43,XAU,16.12.2021
961,Срібло,593.51,XAG,16.12.2021
962,Платина,25018.14,XPT,16.12.2021
964,Паладій,43061.33,XPD,16.12.2021
36,Австралійський долар,19.6265,AUD,17.12.2021
124,Канадський долар,21.2752,CAD,17.12.2021
156,Юань Женьміньбі,4.2706,CNY,17.12.2021
191,Куна,4.103,HRK,17.12.2021
203,Чеська крона,1.2199,CZK,17.12.2021
208,Данська крона,4.1479,DKK,17.12.2021
344,Гонконгівський долар,3.4858,HKD,17.12.2021
348,Форинт,0.083545,HUF,17.12.2021
356,Індійська рупія,0.35738,INR,17.12.2021
360,Рупія,0.0018943,IDR,17.12.2021
376,Новий ізраїльський шекель,8.7412,ILS,17.12.2021
392,Єна,0.23829,JPY,17.12.2021
398,Теньге,0.062252,KZT,17.12.2021
410,Вона,0.022972,KRW,17.12.2021
484,Мексиканське песо,1.297,MXN,17.12.2021
498,Молдовський лей,1.5336,MDL,17.12.2021
554,Новозеландський долар,18.5632,NZD,17.12.2021
578,Норвезька крона,3.0376,NOK,17.12.2021
643,Російський рубль,0.37005,RUB,17.12.2021
682,Саудівський ріял,7.2451,SAR,17.12.2021
702,Сінгапурський долар,19.9493,SGD,17.12.2021
710,Ренд,1.7031,ZAR,17.12.2021
752,Шведська крона,3.0151,SEK,17.12.2021
756,Швейцарський франк,29.5254,CHF,17.12.2021
818,Єгипетський фунт,1.7308,EGP,17.12.2021
826,Фунт стерлінгів,36.3583,GBP,17.12.2021
840,Долар США,27.1929,USD,17.12.2021
933,Білоруський рубль,10.7355,BYN,17.12.2021
946,Румунський лей,6.2322,RON,17.12.2021
949,Турецька ліра,1.7558,TRY,17.12.2021
960,СПЗ (спеціальні права запозичення),38.0734,XDR,17.12.2021
975,Болгарський лев,15.7549,BGN,17.12.2021
978,Євро,30.8435,EUR,17.12.2021
985,Злотий,6.661,PLN,17.12.2021
12,Алжирський динар,0.19655,DZD,17.12.2021
50,Така,0.31718,BDT,17.12.2021
51,Вірменський драм,0.055964,AMD,17.12.2021
364,Іранський ріал,0.00064796,IRR,17.12.2021
368,Іракський динар,0.01864,IQD,17.12.2021
417,Сом,0.32096,KGS,17.12.2021
422,Ліванський фунт,0.018053,LBP,17.12.2021
434,Лівійський динар,5.921,LYD,17.12.2021
458,Малайзійський ринггіт,6.4737,MYR,17.12.2021
504,Марокканський дирхам,2.9501,MAD,17.12.2021
586,Пакистанська рупія,0.1554,PKR,17.12.2021
704,Донг,0.0011973,VND,17.12.2021
764,Бат,0.80788,THB,17.12.2021
784,Дирхам ОАЕ,7.4093,AED,17.12.2021
788,Туніський динар,9.4268,TND,17.12.2021
860,Узбецький сум,0.0025247,UZS,17.12.2021
934,Туркменський новий манат,7.7755,TMT,17.12.2021
941,Сербський динар,0.26319,RSD,17.12.2021
944,Азербайджанський манат,16.0319,AZN,17.12.2021
972,Сомоні,2.4095,TJS,17.12.2021
981,Ларі,8.7225,GEL,17.12.2021
986,Бразильський реал,4.8554,BRL,17.12.2021
959,Золото,48619.27,XAU,17.12.2021
961,Срібло,604.48,XAG,17.12.2021
962,Платина,25496.33,XPT,17.12.2021
964,Паладій,45694.13,XPD,17.12.2021
36,Австралійський долар,19.6265,AUD,18.12.2021
124,Канадський долар,21.2752,CAD,18.12.2021
156,Юань Женьміньбі,4.2706,CNY,18.12.2021
191,Куна,4.103,HRK,18.12.2021
203,Чеська крона,1.2199,CZK,18.12.2021
208,Данська крона,4.1479,DKK,18.12.2021
344,Гонконгівський долар,3.4858,HKD,18.12.2021
348,Форинт,0.083545,HUF,18.12.2021
356,Індійська рупія,0.35738,INR,18.12.2021
360,Рупія,0.0018943,IDR,18.12.2021
376,Новий ізраїльський шекель,8.7412,ILS,18.12.2021
392,Єна,0.23829,JPY,18.12.2021
398,Теньге,0.062252,KZT,18.12.2021
410,Вона,0.022972,KRW,18.12.2021
484,Мексиканське песо,1.297,MXN,18.12.2021
498,Молдовський лей,1.5336,MDL,18.12.2021
554,Новозеландський долар,18.5632,NZD,18.12.2021
578,Норвезька крона,3.0376,NOK,18.12.2021
643,Російський рубль,0.37005,RUB,18.12.2021
682,Саудівський ріял,7.2451,SAR,18.12.2021
702,Сінгапурський долар,19.9493,SGD,18.12.2021
710,Ренд,1.7031,ZAR,18.12.2021
752,Шведська крона,3.0151,SEK,18.12.2021
756,Швейцарський франк,29.5254,CHF,18.12.2021
818,Єгипетський фунт,1.7308,EGP,18.12.2021
826,Фунт стерлінгів,36.3583,GBP,18.12.2021
840,Долар США,27.1929,USD,18.12.2021
933,Білоруський рубль,10.7355,BYN,18.12.2021
946,Румунський лей,6.2322,RON,18.12.2021
949,Турецька ліра,1.7558,TRY,18.12.2021
960,СПЗ (спеціальні права запозичення),38.0734,XDR,18.12.2021
975,Болгарський лев,15.7549,BGN,18.12.2021
978,Євро,30.8435,EUR,18.12.2021
985,Злотий,6.661,PLN,18.12.2021
12,Алжирський динар,0.19655,DZD,18.12.2021
50,Така,0.31718,BDT,18.12.2021
51,Вірменський драм,0.055964,AMD,18.12.2021
364,Іранський ріал,0.00064796,IRR,18.12.2021
368,Іракський динар,0.01864,IQD,18.12.2021
417,Сом,0.32096,KGS,18.12.2021
422,Ліванський фунт,0.018053,LBP,18.12.2021
434,Лівійський динар,5.921,LYD,18.12.2021
458,Малайзійський ринггіт,6.4737,MYR,18.12.2021
504,Марокканський дирхам,2.9501,MAD,18.12.2021
586,Пакистанська рупія,0.1554,PKR,18.12.2021
704,Донг,0.0011973,VND,18.12.2021
764,Бат,0.80788,THB,18.12.2021
784,Дирхам ОАЕ,7.4093,AED,18.12.2021
788,Туніський динар,9.4268,TND,18.12.2021
860,Узбецький сум,0.0025247,UZS,18.12.2021
934,Туркменський новий манат,7.7755,TMT,18.12.2021
941,Сербський динар,0.26319,RSD,18.12.2021
944,Азербайджанський манат,16.0319,AZN,18.12.2021
972,Сомоні,2.4095,TJS,18.12.2021
981,Ларі,8.7225,GEL,18.12.2021
986,Бразильський реал,4.8554,BRL,18.12.2021
959,Золото,48619.27,XAU,18.12.2021
961,Срібло,604.48,XAG,18.12.2021
962,Платина,25496.33,XPT,18.12.2021
964,Паладій,45694.13,XPD,18.12.2021
36,Австралійський долар,19.6265,AUD,19.12.2021
124,Канадський долар,21.2752,CAD,19.12.2021
156,Юань Женьміньбі,4.2706,CNY,19.12.2021
191,Куна,4.103,HRK,19.12.2021
203,Чеська крона,1.2199,CZK,19.12.2021
208,Данська крона,4.1479,DKK,19.12.2021
344,Гонконгівський долар,3.4858,HKD,19.12.2021
348,Форинт,0.083545,HUF,19.12.2021
356,Індійська рупія,0.35738,INR,19.12.2021
360,Рупія,0.0018943,IDR,19.12.2021
376,Новий ізраїльський шекель,8.7412,ILS,19.12.2021
392,Єна,0.23829,JPY,19.12.2021
398,Теньге,0.062252,KZT,19.12.2021
410,Вона,0.022972,KRW,19.12.2021
484,Мексиканське песо,1.297,MXN,19.12.2021
498,Молдовський лей,1.5336,MDL,19.12.2021
554,Новозеландський долар,18.5632,NZD,19.12.2021
578,Норвезька крона,3.0376,NOK,19.12.2021
643,Російський рубль,0.37005,RUB,19.12.2021
682,Саудівський ріял,7.2451,SAR,19.12.2021
702,Сінгапурський долар,19.9493,SGD,19.12.2021
710,Ренд,1.7031,ZAR,19.12.2021
